genus
Adansonia
Adectum
Adelanthus
Adelia
Adelobotrys
Adelocaryum
Adelostemma
Adelostigma
Adelothecium
Adelphia
Adenandra
Adenanthellum
Adenanthera
Adenanthos
Adenarake
Adenaria
Adenia
Adenium
Adenoa
Adenocalymma
Adenocarpus
Adenocaulon
Adenochilus
Adenochlaena
Adenocline
Adenocritonia
Adenoderris
Adenodolichos
Adenoglossa
Adenogramma
Adenolisianthus
Adenolobus
Adenoncos
Adenoon
Adenopappus
Adenopeltis
Adenophaedra
Adenophora
Adenophyllum
Adenopodia
Adenorachis
Adenorandia
Adenosciadium
Adenosma
Adenostemma
Adenostoma
Adenostyles
Adenothamnus
Adesmia
Adhatoda
Adiantopsis
Adiantum
Adinandra
Adinauclea
Adiscanthus
Adlumia
Adolphia
Adonidia
Adoxa
Adromischus
Adrorhizon
Aechmanthera
Aechmea
Aedesia
Aegialitis
Aegiceras
Aegilops
Aegilotriticum
Aeginetia
Aegiphila
Aegle
Aeglopsis
Aegokeras
Aegonychon
Aegopodium
Aegopogon
Aegopordon
Aeluropus
Aenhenrya
Aenictophyton
Aenigmopteris
Aeolanthus
Aeollanthus
Aeonium
Aequatoriella
Aequatorium
Aerangis
Aeranthes
Aerides
Aerobryidium
Aerobryopsis
Aerobryum
Aerolindigia
Aerva
Aeschynanthus
Aeschynomene
Aesculus
Aetanthus
Aetheolaena
Aetheolirion
Aetheorhiza
Aethephyllum
Aethionema
Aethusa
Aetoxylon
Aextoxicon
Affonsea
Afgekia
Afraegle
Aframmi
Aframomum
Afraurantium
Afrobrunnichia
Afrocalathea
Afrocanthium
Afrocarpus
Afrocarum
Afrofittonia
Afroguatteria
Afrolicania
Afroligusticum
Afrolimon
Afropteris
Afrosison
Afrostyrax
Afrothismia
Afrotrewia
Afrotrichloris
Afrotrilepis
Afrotysonia
Afrovivella
Afzelia
Agalinis
Agalmyla
Aganisia
Aganonerion
Aganope
Aganosma
Agapanthus
Agapetes
Agarista
Agastache
Agastachys
Agasyllis
Agatea
Agathelpis
Agathis
Agathisanthemum
Agathophora
Agathosma
Agauria
Agdestis
Agelaea
Agelanthus
Agenium
Ageratella
Ageratina
Ageratinastrum
Ageratum
Agianthus
Aglaodorum
Aglaomorpha
Aglaonema
Aglossorrhyncha
Agnesia
Agnorhiza
Agonandra
Agonis
Agoseris
Agouticarpa
Agrianthus
Agrimonia
Agriophyllum
Agrocalamagrostis
Agrocharis
Agroelymus
Agrohordeum
Agropogon
Agropyron
Agropyropsis
Agropyrum
Agrositanion
Agrostemma
Agrostis
Agrostistachys
Agrostocrinum
Agrostophyllum
Agrotrigia
Aguiaria
Ahernia
Aichryson
Aidia
Aidiopsis
Aigeiros
Ailanthus
Ainea
Ainsliaea
Ainsworthia
Aiouea
Aiphanes
Aira
Airampoa
Airopsis
Airosperma
Airyantha
Aistopetalum
Aizoanthemum
Aizoon
Ajania
Ajaniopsis
Ajugoides
Akania
Akeassia
Akebia
Akrosida
Akschindlium
Alafia
Alajja
Alamania
Alangium
Alania
Alantsilodendron
Alatoseta
Albertinia
Albertisia
Albidella
Albizia
Albizzia
Albraunia
Albuca
Alcantarea
Alcea
Alchemilla
Alchornea
Alchorneopsis
Alcicornium
Aldama
Aldina
Aldrovanda
Alectra
Alectryon
Aleisanthia
Aleisanthiopsis
Alepidea
Alepidocline
Alepis
Aletes
Aletris
Aleurites
Aleuritopteris
Alexfloydia
Alexgeorgea
Alfaroa
Alfredia
Algernonia
Algrizea
Alhagi
Alibertia
Aliciella
Alicularia
Aliella
Alinula
Aliopsis
Alisma
Alismorchis
Alistilus
Alkanna
Allagopappus
Allagoptera
Allamanda
Allanblackia
Allantodia
Allantoma
Allantospermum
Allardia
Alleizettella
Allenrolfea
Allexis
Alliaria
Allionia
Allioniellopsis
Allisoniella
Allittia
Allium
Allmania
Allmaniopsis
Allocassine
Allocasuarina
Allocheilos
Allochrusa
Alloeochaete
Alloispermum
Allolepis
Allomaieta
Allomarkgrafia
Allomorphia
Alloneuron
Allophyllum
Allophylus
Alloplectus
Allopterigeron
Allosanthus
Alloschemone
Allosidastrum
Allosorus
Allostelites
Allostigma
Allosyncarpia
Alloteropsis
Allotropa
Allowissadula
Allowoodsonia
Alloxylon
Alluaudia
Alluaudiopsis
Almaleea
Almeidea
Almutaster
Alniphyllum
Alnus
Alobiella
Alobiellopsis
Alocasia
Alococarpum
Aloina
Aloinella
Aloinopsis
Alomia
Alomiella
Alonsoa
Alopecurus
Alophia
Alophosia
Alphandia
Alphitonia
Alphonsea
Alpinia
Alrawia
Alseis
Alseodaphne
Alseuosmia
Alsia
Alsinidendron
Alsodeiopsis
Alsomitra
Alsophila
Alstonia
Alstroemeria
Altamiranoa
Altensteinia
Alternanthera
Althaea
Althenia
Altingia
Altoparadisium
Aluta
Alvaradoa
Alvesia
Alvimia
Alvimiantha
Alvordia
Alyogyne
Alysicarpus
Alyssoides
Alyssopsis
Alyssum
Alyxia
Alzatea
Amaioua
Amalocalyx
Amalophyllon
Amana
Amanoa
Amaracarpus
Amaranthus
Amarenus
Amaroria
Amasonia
Amauria
Amauriopsis
Amauropelta
Ambavia
Ambelania
Amberboa
Amblyanthopsis
Amblyanthus
Amblygonocarpus
Amblynotus
Amblyocarpum
Amblyodon
Amblyodum
Amblyolepis
Amblyopappus
Amblysperma
Amblystegiella
Amblystegium
Amblytropis
Amblytropis
Ambongia
Amborella
Amboroa
Ambrella
Ambrosina
Amburana
Ameghinoa
Amelanchier
Amellus
Amentotaxus
Amerimnon
Amerosedum
Amesia
Amesiella
Amesiodendron
Amethystea
Amherstia
Amianthium
Amicia
Amischotolype
Amitostigma
Ammandra
Ammannia
Ammi
Ammiopsis
Ammobium
Ammocalamagrostis
Ammocharis
Ammochloa
Ammodaucus
Ammodendron
Ammodenia
Ammoides
Ammophila
Ammopiptanthus
Ammoselinum
Ammosperma
Amolinia
Amomum
Amomyrtella
Amomyrtus
Amoreuxia
Amoria
Amorpha
Amorphophallus
Amparoa
Ampelamus
Ampelaster
Ampelgonum
Ampelocalamus
Ampelocera
Ampelocissus
Ampelodesmos
Ampelopsis
Ampelopteris
Ampelosicyos
Ampelosycios
Ampelozizyphus
Amperea
Amphiachyris
Amphiasma
Amphiblemma
Amphibolia
Amphibolis
Amphibologyne
Amphibromus
Amphicarpaea
Amphicarpum
Amphicosmia
Amphidasya
Amphidium
Amphidoxa
Amphigenes
Amphiglossa
Amphijubula
Amphilejeunea
Amphilophium
Amphimas
Amphineurion
Amphineuron
Amphinomia
Amphiolanthus
Amphipappus
Amphipetalum
Amphiphyllum
Amphipogon
Amphipterygium
Amphirrhox
Amphiscirpus
Amphitecna
Amphithalea
Amphoricarpos
Amphoridium
Amphoritheca
Amphorocalyx
Amphorogyne
Amsinckia
Amsonia
Amydrium
Amyema
Amygdalus
Amylotheca
Amyrea
Amyris
Amyxa
Anabasis
Anacampseros
Anacampt-orchis
Anacamptiplatanthera
Anacamptis
Anacamptodon
Anacamptorchis
Anacantha
Anacaona
Anacardium
Anacolia
Anacolosa
Anacyclus
Anadelphia
Anadenanthera
Anadendrum
Anaectocalyx
Anagallis
Anagyris
Anakasia
Anamaria
Anamirta
Ananas
Ananthacorus
Anapalina
Anapausia
Anapeltis
Anaphalioides
Anaphalis
Anaphyllopsis
Anaphyllum
Anarrhinum
Anarthria
Anarthrophyllum
Anarthropteris
Anastatica
Anastrabe
Anastraphia
Anastrepta
Anastrophyllum
Anathallis
Anatropanthus
Anaxagorea
Anaxeton
Ancana
Ancathia
Anchietea
Anchomanes
Anchonium
Anchusa
Ancistrachne
Ancistragrostis
Ancistranthus
Ancistrocarphus
Ancistrocarpus
Ancistrocarya
Ancistrochilus
Ancistrocladus
Ancistrodes
Ancistrophyllum
Ancistrorhynchus
Ancistrostylis
Ancistrothyrsus
Ancistrum
Ancylobothrys
Ancylostemon
Ancylotropis
Andeimalva
Anderbergia
Andersonia
Andinia
Andira
Andoa
Andrachne
Andradea
Andreadoxa
Andreaea
Andrewsianthus
Andriana
Androcalymma
Androcorys
Androcryphia
Androcymbium
Andrographis
Androlepis
Andropogon
Andropterum
Androsace
Androsiphonia
Androstachys
Androstephium
Androstoma
Androtium
Androtrichum
Androya
Andryala
Andrzeiowskia
Anechites
Aneilema
Anelsonia
Anemarrhena
Anemidictyon
Anemocarpa
Anemoclema
Anemonella
Anemonidium
Anemonoides
Anemonopsis
Anemopaegma
Anemopsis
Anetanthus
Anethum
Anetium
Aneulophus
Aneura
Angadenia
Angasomyrtus
Angelica
Angelonia
Angelphytum
Angianthus
Anginon
Angiopteris
Angkalanthus
Angolaea
Angophora
Angoseseli
Angostura
Angostylis
Angraecopsis
Angraecum
Anguloa
Angylocalyx
Aniba
Anigozanthos
Anila
Anisacanthus
Anisadenia
Anisantherina
Aniseia
Aniselytron
Anisocarpus
Anisochaeta
Anisochilus
Anisocoma
Anisocycla
Anisodontea
Anisodus
Anisogonium
Anisolotus
Anisomeles
Anisomeria
Anisopappus
Anisophyllea
Anisophyllum
Anisopoda
Anisopogon
Anisoptera
Anisopus
Anisosciadium
Anisosepalum
Anisostachya
Anisotes
Anisothecium
Anisothrix
Anisotoma
Anisotome
Ankyropetalum
Annesijoa
Anneslea
Anneslia
Annesorhiza
Annickia
Annona
Anoda
Anodendron
Anodopetalum
Anoectangium
Anoectochilus
Anogeissus
Anogramma
Anomacanthus
Anomalanthus
Anomianthus
Anomobryum
Anomochloa
Anomoclada
Anomodon
Anomospermum
Anomostachys
Anomylia
Anonidium
Anoplocaryum
Anoplolejeunea
Anoplophytum
Anopteris
Anopterus
Anopyxis
Anotea
Anotis
Anredera
Ansellia
Antegibbaeum
Antennaria
Anteremanthus
Anthaenantiopsis
Anthelia
Anthemis
Anthenantia
Anthephora
Anthericopsis
Anthericum
Antheropeas
Antheroporum
Antherostele
Antherothamnus
Antherotoma
Anthobolus
Anthocercis
Anthoceros
Anthochlamys
Anthochloa
Anthochortus
Anthocleista
Anthodiscus
Anthodon
Anthogonium
Anthonotha
Anthopteropsis
Anthopterus
Anthorrhiza
Anthospermopsis
Anthospermum
Anthostema
Anthotium
Anthotroche
Anthoxanthum
Anthrichaerophyllum
Anthriscus
Anthurium
Anthyllis
Antiaris
Antiaropsis
Anticharis
Anticlea
Antidaphne
Antidesma
Antigonon
Antigramma
Antillanthus
Antillia
Antimima
Antinoria
Antiotrema
Antiphiona
Antiphytum
Antirhea
Antistrophe
Antithrixia
Antitrichia
Antizoma
Antopetitia
Antrocaryon
Antrophyum
Anubias
Anulocaulis
Anura
Anvillea
Anychia
Aongstroemia
Aongstroemiopsis
Aoranthe
Aosa
Aotus
Apacheria
Apalatoa
Apalochlamys
Apalodium
Apalophlebia
Aparisthmium
Apassalus
Apatesia
Apatophyllum
Apeiba
Apera
Apetahia
Aphaenandra
Aphanactis
Aphanamixis
Aphananthe
Aphandra
Aphanelytrum
Aphanes
Aphanisma
Aphanocalyx
Aphanocarpus
Aphanolejeunea
Aphanopetalum
Aphanopleura
Aphanorrhegma
Aphanosperma
Aphanostephus
Aphelandra
Aphelandrella
Aphloia
Aphragmus
Aphyllanthes
Aphyllocladus
Aphyllodium
Aphyllorchis
Apiastrum
Apinagia
Apiocarpa
Apiopetalum
Apios
Apium
Aplanodes
Aplectrum
Aplodon
Aplopappus
Aplozia
Apluda
Apocaulon
Apochiton
Apoclada
Apocopis
Apocynum
Apodanthera
Apodanthes
Apodasmia
Apodicarpum
Apodiscus
Apodocephala
Apodolirion
Apodostigma
Apodytes
Apollonias
Apomarsupella
Apometzgeria
Apomuria
Aponogeton
Apophyllum
Apoplanesia
Apopyros
Aporocactus
Aporosa
Aporostylis
Aporrhiza
Aposeris
Apostasia
Apotreubia
Appendicula
Appendicularia
Aptandra
Aptenia
Apteranthes
Apteria
Apterosperma
Apterygium
Aptosimum
Aptychella
Aptychopsis
Aptychus
Apuleia
Apurimacia
Aquilaria
Aquilegia
Arabidella
Arabidopsis
Arabis
Aracamunia
Arachis
Arachniodes
Arachniopsis
Arachnis
Arachnitis
Arachnocalyx
Arachnothryx
Araeococcus
Arafoe
Aragallus
Aragoa
Araiostegia
Aralia
Aralidium
Araliopsis
Arapatiella
Aratitiyopea
Araucaria
Araujia
Arbelaezaster
Arberella
Arbuscula
Arcangelisia
Arceuthobium
Archakebia
Archangiopteris
Archboldiella
Archboldiodendron
Archeophylla
Archeria
Archiatriplex
Archibaccharis
Archiboehmeria
Archidendron
Archidendropsis
Archidium
Archihyoscyamus
Archilejeunea
Archiphysalis
Archirhodomyrtus
Archivea
Archontophoenix
Archytaea
Arcoa
Arctagrostis
Arctanthemum
Arctium
Arctoa
Arctodupontia
Arctogeron
Arctomecon
Arctophila
Arctopoa
Arctopus
Arctostaphylos
Arctotheca
Arctotis
Arctous
Arcuatopterus
Arcyosperma
Arcypteris
Arcytophyllum
Ardisia
Ardisiandra
Areca
Aremonia
Arenaria
Arenga
Arenifera
Arethusa
Aretiastrum
Arfeuillea
Argania
Argemone
Argentipallium
Argocoffeopsis
Argomuellera
Argophyllum
Argostemma
Argylia
Argyranthemum
Argyreia
Argyrobryum
Argyrochosma
Argyrocytisus
Argyroderma
Argyroglottis
Argyrolobium
Argyrotegium
Argyroxiphium
Argythamnia
Arida
Aridaria
Aridarum
Arillastrum
Ariocarpus
Ariopsis
Aripuana
Arisaema
Arisarum
Aristea
Aristeguietia
Aristida
Aristocapsa
Aristogeitonia
Aristolochia
Aristotelia
Arjona
Armatocereus
Armeniaca
Armenoprunus
Armeria
Armodorum
Armoracia
Arnaldoa
Arnebia
Arnellia
Arnhemia
Arnica
Arnicastrum
Arnicratea
Arnocrinum
Arnoglossum
Arnoseris
Arnottia
Aronia
Arophyton
Arpophyllum
Arrabidaea
Arracacia
Arrhenatherum
Arrhenechthites
Arrojadoa
Arrojadocharis
Arrowsmithia
Artabotrys
Artanema
Artanthe
Artedia
Artemisia
Artemisiella
Artemisiopsis
Arthraerua
Arthragrostis
Arthraxon
Arthrocarpum
Arthrocereus
Arthrochilus
Arthroclianthus
Arthrocnemum
Arthrocormus
Arthromeris
Arthrophyllum
Arthrophytum
Arthropodium
Arthropogon
Arthropteris
Arthrostema
Arthrostemma
Arthrostylidium
Arthrostylis
Artia
Artocarpus
Artorima
Arum
Aruncus
Arundina
Arundinaria
Arundinella
Arundoclaytonia
Arytera
Asarca
Asarina
Asarum
Ascarina
Aschersoniodoxa
Aschisma
Asciadium
Ascidieria
Ascidiogyne
Asclepias
Ascocentropsis
Ascocentrum
Ascochilopsis
Ascochilus
Ascoglossum
Ascolepis
Ascotheca
Asemnantha
Asepalum
Ashtonia
Asimina
Asketanthera
Askidiosperma
Aspalathoides
Aspalathus
Asparagus
Aspasia
Aspazoma
Asperuginoides
Asperugo
Asperula
Asphodeline
Asphodelus
Aspicarpa
Aspidium
Aspidocarya
Aspidoglossum
Aspidogyne
Aspidonepsis
Aspidopterys
Aspidosperma
Aspidostemon
Aspidotis
Aspilia
Aspiromitus
Asplenidictyum
Aspleniopsis
Asplundia
Asplundianthus
Astartea
Astelia
Astephanus
Asteranthe
Asteranthera
Asteranthos
Asterella
Asteridea
Asteriscium
Asteriscium
Asteriscus
Asterogyne
Asterohyptis
Asterolasia
Asteromyrtus
Asteropeia
Asteropsis
Asteropyrum
Asterostemma
Asterostigma
Asterothamnus
Asterotrichion
Asthenochloa
Astianthus
Astiella
Astilbe
Astilboides
Astiria
Astomaea
Astomiopsis
Astomum
Astonia
Astracantha
Astraea
Astragalus
Astranthium
Astrantia
Astrebla
Astrephia
Astridia
Astripomoea
Astrocaryum
Astrocasia
Astrococcus
Astrodaucus
Astrodontium
Astrolepis
Astroloba
Astroloma
Astronia
Astronium
Astrophyllum
Astrophytum
Astrothalamus
Astrotheca
Astrotricha
Astrotrichilia
Astroworthia
Astus
Astydamia
Astyposanthes
Asyneuma
Asystasia
Asystasiella
Ataenidia
Atalantia
Atalaya
Atalopteris
Atelanthera
Ateleia
Atelophragma
Atemnosiphon
Athalamia
Athamanta
Athanasia
Athenaea
Atherandra
Atherolepis
Atherosperma
Atherotoma
Athertonia
Athrixia
Athroisma
Athroostachys
Athrotaxis
Athyana
Athyriopsis
Athyrium
Athysanus
Atkinsonia
Atossa
Atractantha
Atractocarpus
Atractogyne
Atractylis
Atractylocarpus
Atractylodes
Atraphaxis
Atrichantha
Atrichodendron
Atrichopsis
Atrichoseris
Atrichum
Atriplex
Atropa
Atropanthe
Atroxima
Attalea
Atuna
Atylosia
Aubletiana
Aubregrinia
Aubrevillea
Aubrieta
Aucklandia
Aucoumea
Aucuba
Aucuparia
Audouinia
Auerodendron
Augea
Augouardia
Aulacocalyx
Aulacomitrium
Aulacomnium
Aulacopilum
Aulacospermum
Aulandra
Aulax
Aulonemia
Aulosepalum
Aulotandra
Auranticarpa
Aureliana
Aureolaria
Aureolejeunea
Aurinia
Australina
Austrobaileya
Austrobrickellia
Austrobuxus
Austrocactus
Austrocedrus
Austrocephalocereus
Austrochloris
Austrocritonia
Austrocylindropuntia
Austrocynoglossum
Austrodolichos
Austroeupatorium
Austrofestuca
Austrofossombronia
Austrolejeunea
Austroliabum
Austrolycopodium
Austromatthaea
Austrometzgeria
Austromuellera
Austromyrtus
Austropeucedanum
Austrophilibertiella
Austrosteenisia
Austrosynotis
Austrotaxus
Autranella
Autumnalia
Auxopus
Avellanita
Avellara
Avenula
Averrhoa
Averrhoidium
Avicennia
Avonia
Axinaea
Axinandra
Axiniphyllum
Axonopus
Axyris
Ayapana
Ayapanopsis
Ayenia
Ayensua
Aylacophora
Aytonia
Azadirachta
Azanza
Azilia
Azima
Azolla
Azorella
Azorina
Aztecaster
Aztekium
Babiana
Babingtonia
Baccaurea
Baccharidastrum
Baccharis
Bachmannia
Backebergia
Backhousia
Bacopa
Bactris
Badiera
Badilloa
Badula
Badusa
Baeckea
Baeolepis
Baeometra
Baeriopsis
Bafodeya
Bafutia
Bagassa
Baharuia
Bahianthus
Bahiopsis
Baijiania
Baikiaea
Baileya
Baillaudea
Baillonella
Baillonia
Baimashania
Baissea
Bajacalia
Bakerella
Bakeridesia
Bakerolimon
Balaka
Balakata
Balanites
Balanophora
Balanops
Balantiopsis
Balantium
Balaustion
Balbisia
Baldellia
Balduina
Baldwiniella
Balfourodendron
Balgoya
Baliospermum
Balizia
Ballantinia
Ballochia
Balmea
Baloghia
Balonga
Baloskion
Balsamocarpon
Balsamocitrus
Balsamorhiza
Balthasaria
Baltimora
Bambekea
Bambusa
Bamiania
Bampsia
Banara
Banisteriopsis
Banksia
Baolia
Baphia
Baphiastrum
Baphicacanthus
Baphiopsis
Baptisia
Baptorhachis
Barathranthus
Barbacenia
Barbaceniopsis
Barbarea
Barbella
Barbellopsis
Barberetta
Barbeuia
Barbeya
Barbieria
Barbilophozia
Barbosella
Barbula
Barcella
Barclaya
Barjonia
Barkeria
Barkerwebbia
Barkleyanthus
Barklya
Barleria
Barleriola
Barnadesia
Barnardia
Barnebya
Barnebydendron
Barnebyella
Barneoudia
Barnhartia
Barongia
Baroniella
Barringtonia
Barrosoa
Barteria
Barthea
Barthlottia
Bartholina
Bartholomaea
Bartlettia
Bartlettina
Bartonia
Bartramia
Bartramidula
Bartramiopsis
Bartsia
Baryxylum
Basananthe
Basedowia
Basella
Baseonema
Basilicum
Basilima
Basiloxylon
Basiphyllaea
Basisperma
Basistemon
Baskervilla
Basselinia
Bassia
Bastardia
Bastardiastrum
Bastardiopsis
Batatas
Batemannia
Batesanthus
Batesia
Batesimalva
Bathiorhamnus
Bathmium
Bathysa
Batis
Batocarpus
Batopedina
Batopilasia
Batrachium
Batschia
Baudouinia
Bauera
Bauhinia
Baumia
Baxteria
Baynesia
Bazzania
Bdallophyton
Bdallophytum
Beadlea
Beaucarnea
Beaufortia
Beaumontia
Beauprea
Beaupreopsis
Bebbia
Beccariella
Beccarinda
Beccariophoenix
Beckeropsis
Beckmannia
Beckwithia
Beclardia
Becquerelia
Bedfordia
Beesia
Beeveria
Befaria
Begonia
Beguea
Behaimia
Behuria
Beilschmiedia
Beirnaertia
Beiselia
Bejaranoa
Bejaria
Belairia
Belemia
Belencita
Bellendena
Bellevalia
Bellibarbula
Bellida
Bellidastrum
Bellincinia
Bellis
Bellium
Bellizinca
Belloa
Bellonia
Bellucia
Belmontia
Beloglottis
Belonanthus
Belonophora
Beloperone
Belosynapsis
Belvisia
Bembicia
Bencomia
Benguellia
Benincasa
Benitoa
Benjaminia
Benkara
Bennettiodendron
Benoicanthus
Benoistia
Bensoniella
Benthamia
Benthamia
Benthamiella
Benthamina
Bentinckia
Bentleya
Benzingia
Benzonia
Bequaertia
Berberidopsis
Berberis
Berchemia
Berchemiella
Berendtiella
Bergenia
Bergeranthus
Bergerocactus
Bergeronia
Berghesia
Bergia
Berhautia
Berkheya
Berlandiera
Berlinia
Berlinianche
Bernardia
Berneuxia
Bernoullia
Berresfordia
Berroa
Berrya
Bersama
Berteroa
Berteroella
Bertholletia
Bertiera
Bertolonia
Bertya
Berula
Berylsimpsonia
Berzelia
Bescherellia
Beschorneria
Besleria
Bessera
Besseya
Bestia
Betonica
Bewsia
Beyeria
Bhesa
Bhidea
Bhutanthera
Biarum
Bicosta
Bicuiba
Biebersteinia
Bienertia
Biermannia
Bifora
Bifrenaria
Bigelowia
Bignonia
Bijlia
Bikinia
Bikkia
Bilacunaria
Billardiera
Billbergia
Billia
Billieturnera
Binaria
Binotia
Biondia
Bionia
Biophytum
Bipinnula
Bisboeckelera
Bischofia
Biscutella
Bisgoeppertia
Bishopalea
Bishopanthus
Bishopiella
Bishovia
Bismarckia
Bissetia
Bistorta
Biswarea
Bituminaria
Bivinia
Bivonaea
Bixa
Bizonula
Blachia
Blackallia
Blackstonia
Blainvillea
Blakea
Blakeanthus
Blakiella
Blanchetia
Blanchetiastrum
Blanchetiodendron
Blancoa
Blandfordia
Blastemanthus
Blastocaulon
Blastus
Bleasdalea
Blechnidium
Blechnopsis
Blechnum
Blechum
Bleekrodea
Blennodia
Blennosperma
Blennospora
Blepharandra
Blepharidachne
Blepharidium
Blepharidophyllum
Blephariglottis
Blepharipappus
Blepharis
Blepharispermum
Blepharistemma
Blepharizonia
Blepharocalyx
Blepharocarya
Blepharodon
Blepharolejeunea
Blepharoneuron
Blepharostoma
Blephilia
Bletia
Bletilla
Blighia
Blighiopsis
Blindia
Blinkworthia
Blomia
Bloomeria
Blossfeldia
Blotiella
Blumea
Blumenbachia
Blumeodendron
Blumeopsis
Blutaparon
Blysmus
Blyttia
Blyxa
Bobartia
Bobea
Bobgunnia
Bocagea
Bocageopsis
Bocconia
Bocoa
Bocquillonia
Boea
Boeberastrum
Boeberoides
Boechera
Boehmeria
Boeica
Boelckea
Boenninghausenia
Boerhavia
Boerlagella
Boesenbergia
Bognera
Bogoria
Boholia
Boisduvalia
Boissiera
Bolandia
Bolandra
Bolanthus
Bolax
Bolbitis
Bolbosaponaria
Bolboschoenus
Bolbostemma
Boleum
Bolocephalus
Boltonia
Bolusanthus
Bolusia
Bolusiella
Bomarea
Bombax
Bombycidendron
Bombycilaena
Bommeria
Bonamia
Bonania
Bonannia
Bonatea
Bonellia
Bonetiella
Bongardia
Bonia
Boniniella
Boniodendron
Bonnetia
Bonplandia
Bontia
Bonyunia
Boophane
Boophone
Boopis
Boquila
Borago
Borassodendron
Borassus
Borbonia
Bordasia
Boreava
Borismene
Borneacanthus
Borneodendron
Bornmuellera
Borodinia
Borojoa
Boronella
Boronia
Borrichia
Borsczowia
Borthwickia
Borya
Boschia
Boschniakia
Boscia
Bosea
Bosistoa
Bosqueiopsis
Bossekia
Bossera
Bossiaea
Bostrychanthera
Boswellia
Bothriochloa
Bothriocline
Bothriospermum
Bothriospora
Botor
Botryarrhena
Botrychium
Botryophora
Botrypus
Botschantzevia
Bottegoa
Bouchardatia
Bouchea
Bouchetia
Bouea
Bougueria
Boulaya
Bournea
Bourreria
Bousigonia
Bouteloua
Boutiquea
Boutonia
Bouvardia
Bouzetia
Bowdichia
Bowenia
Bowiea
Bowkeria
Bowlesia
Bowringia
Boykinia
Brabejum
Brachanthemum
Brachelyma
Brachiaria
Brachiolejeunea
Brachionidium
Brachionostylum
Brachistus
Brachtia
Brachyachne
Brachyactis
Brachybotrys
Brachycarpaea
Brachycereus
Brachychiton
Brachychloa
Brachyclados
Brachycome
Brachycorythis
Brachycylix
Brachydontium
Brachyelytrum
Brachyglottis
Brachylaena
Brachyloma
Brachylophon
Brachymenium
Brachymitrion
Brachynema
Brachyodus
Brachyotum
Brachypeza
Brachypodium
Brachyscome
Brachysema
Brachysiphon
Brachystegia
Brachystele
Brachysteleum
Brachystelma
Brachystemma
Brachystephanus
Brachytheciastrum
Brachythecium
Brachythrix
Brachytome
Brachytrichum
Bracisepalum
Brackenridgea
Bradburia
Bradburya
Bradea
Bradlea
Braemia
Brahea
Brainea
Braithwaitea
